,Price(last excuted),Buy executed,Buy Wt Price,Sell executed,Sell Wt Price,Total executed,Total Wt Price,Strength,Open,High,Low
09:00:26,-2.452316076294281,-10.507744969666089,-2.517192162968726,0,0,-10.507744969666089,-2.517192162968726,0,-2.5885558583106274,-2.452316076294281,-2.5885558583106274
09:00:27,-1.6348773841961872,-8.07162848404752,-2.3371366939146156,0,0,-8.07162848404752,-2.3371366939146156,0,-2.5885558583106274,-1.6348773841961872,-2.5885558583106274
09:00:28,-1.6348773841961872,0,-2.3371366939146156,0,0,0,-2.3371366939146156,0,-2.5885558583106274,-1.6348773841961872,-2.5885558583106274
09:00:29,-1.3623978201634799,-9.640244401961365,-1.3814713896457675,-12.453655118721402,-1.9073569482288804,-9.58197549383739,-1.4112384967353933,16.666666666666668,-2.5885558583106274,-1.3623978201634799,-2.5885558583106274
09:00:30,-1.3623978201634799,-9.332759702213405,-1.3623978201634799,0,-1.9073569482288804,-9.332759702213405,-1.3623978201634799,0,-2.5885558583106274,-1.3623978201634799,-2.5885558583106274
09:00:31,-2.724795640326974,-6.452570328236429,-2.724795640326974,-7.174860418662229,-2.560863339736258,-6.056725463505256,-2.6712079927338834,2.059143439836846,-2.5885558583106274,-1.3623978201634799,-2.724795640326974
09:00:32,-2.724795640326974,0,-2.724795640326974,0,-2.560863339736258,0,-2.6712079927338834,0,-2.5885558583106274,-1.3623978201634799,-2.724795640326974
09:00:33,-1.4986376021798407,-10.55653513383552,-1.4986376021798407,0,-2.560863339736258,-10.55653513383552,-1.4986376021798407,0,-2.5885558583106274,-1.3623978201634799,-2.724795640326974
09:00:34,-1.4986376021798407,0,-1.4986376021798407,0,-2.560863339736258,0,-1.4986376021798407,0,-2.5885558583106274,-1.3623978201634799,-2.724795640326974
09:00:35,-1.6348773841961872,-10.425506871429116,-1.5153688034801007,0,-2.560863339736258,-10.425506871429116,-1.5153688034801007,0,-2.5885558583106274,-1.3623978201634799,-2.724795640326974
