,Price(last excuted),Buy executed,Buy Wt Price,Sell executed,Sell Wt Price,Total executed,Total Wt Price,Strength,Open,High,Low
09:00:27,6.486486486486484,-11.367660628312601,6.702702702702695,-9.663364922419822,6.593811911458985,-9.4962412265353,6.610570754521746,0.18190045248868777,6.5945945945945965,6.702702702702695,6.486486486486484
09:00:28,6.810810810810807,-8.787519182233936,6.6417823779301415,-13.626443098648252,6.5945945945945965,-8.779634778709788,6.641411793244245,126.33333333333333,6.5945945945945965,6.810810810810807,6.486486486486484
09:00:29,6.5945945945945965,-9.955582150036994,6.810810810810807,-15.977818355811731,6.5945945945945965,-9.953160841347984,6.810287917905811,412.5,6.5945945945945965,6.810810810810807,6.486486486486484
09:00:30,6.486486486486484,0,6.810810810810807,-9.692751793740978,6.514495856527546,-9.692751793740978,6.514495856527546,0,6.5945945945945965,6.810810810810807,6.486486486486484
09:00:31,6.486486486486484,-8.95228004117321,6.702702702702695,-13.675233262817684,6.486486486486484,-8.943430425896228,6.700797714013575,112.5,6.5945945945945965,6.810810810810807,6.486486486486484
09:00:32,6.702702702702695,-10.178725701351205,6.702702702702695,0,6.486486486486484,-10.178725701351205,6.702702702702695,0,6.5945945945945965,6.810810810810807,6.486486486486484
09:00:33,6.486486486486484,-10.78486150492152,6.702702702702695,-11.36269783897047,6.5405405405405475,-10.339463686477984,6.644416658651522,1.7821782178217822,6.5945945945945965,6.810810810810807,6.486486486486484
09:00:34,6.918918918918919,-8.27774952477515,6.781244454778516,-9.667900077585214,6.486486486486484,-8.055376023099246,6.722474513665389,4.015454545454546,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:35,6.702702702702695,-9.729775481303301,6.702702702702695,-12.065795350383585,6.702702702702695,-9.637459052083978,6.702702702702695,10.34,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:36,6.5945945945945965,-12.663632351139205,6.5945945945945965,-12.065795350383585,6.486486486486484,-11.62754041945243,6.524847428073244,0.55,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:37,6.486486486486484,-8.179090152939729,6.689707553707564,-8.473151504150474,6.486486486486484,-7.622203360051548,6.602930151590243,1.3418662262592898,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:38,6.486486486486484,-10.484756912471182,6.811700589478377,-10.127053690806884,6.517596733424071,-9.596848720174314,6.638625077236426,0.6992805755395683,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:39,6.5945945945945965,-10.931172624192442,6.594942209090121,-8.75488744006889,6.486486486486484,-8.647413143967329,6.497538167262931,0.11346224005837285,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:40,6.918918918918919,-9.182112580638217,6.781304794727603,-9.99388207512454,6.5945945945945965,-8.814645964965088,6.723888877258361,2.251889168765743,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:41,6.702702702702695,-12.106617344903839,6.702702702702695,-10.215766973031554,6.702532721400644,-10.075185022410365,6.7025550140304375,0.1509433962264151,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:42,6.486486486486484,-9.473530182275084,6.8166369962777225,-8.139869439786446,6.491561383869083,-7.905975206202572,6.559357359232479,0.26351084812623277,6.5945945945945965,6.918918918918919,6.486486486486484
09:00:43,7.243243243243242,-8.648068666770218,6.993212228622056,0,6.491561383869083,-8.648068666770218,6.993212228622056,0,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:44,6.486486486486484,0,6.993212228622056,-11.202905395236545,6.5321017219751525,-11.202905395236545,6.5321017219751525,0,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:45,6.918918918918919,-11.254865134167256,6.918918918918919,-15.284671175251786,6.486486486486484,-11.237243532817436,6.9113655139855865,56.25,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:46,6.918918918918919,-11.47246850510585,6.918918918918919,0,6.486486486486484,-11.47246850510585,6.918918918918919,0,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:47,6.918918918918919,-9.807162144918722,6.893614617752547,0,6.486486486486484,-9.807162144918722,6.893614617752547,0,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:48,6.918918918918919,-12.933295918088307,6.918918918918919,0,6.486486486486484,-12.933295918088307,6.918918918918919,0,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:49,7.027027027027017,-9.48557852079126,6.919492219492213,-9.487094821309224,6.605667883361363,-8.793189203094416,6.762699014404845,1.0015174506828528,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:50,6.486486486486484,-9.771242429086803,6.922515257192671,-10.84201991876147,6.670906200317987,-9.476528685271342,6.8582907231555765,2.9176470588235293,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:51,7.027027027027017,-10.623593357325397,6.9572551274678744,-7.96945278549881,6.854687022351683,-7.901458416341449,6.861429261429251,0.07035928143712575,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:52,7.027027027027017,-10.399977104513377,7.027027027027017,0,6.854687022351683,-10.399977104513377,7.027027027027017,0,6.5945945945945965,7.243243243243242,6.486486486486484
09:00:53,7.027027027027017,0,7.027027027027017,0,6.854687022351683,0,7.027027027027017,0,6.5945945945945965,7.243243243243242,6.486486486486484
