,SellHoga1,SellHoga2,SellHoga3,SellHoga4,SellHoga5,SellHoga6,SellHoga7,SellHoga8,SellHoga9,SellHoga10,SellOrder1,SellOrder2,SellOrder3,SellOrder4,SellOrder5,SellOrder6,SellOrder7,SellOrder8,SellOrder9,SellOrder10,BuyHoga1,BuyHoga2,BuyHoga3,BuyHoga4,BuyHoga5,BuyHoga6,BuyHoga7,BuyHoga8,BuyHoga9,BuyHoga10,BuyOrder1,BuyOrder2,BuyOrder3,BuyOrder4,BuyOrder5,BuyOrder6,BuyOrder7,BuyOrder8,BuyOrder9,BuyOrder10
09:00:23,0.15723270440250303,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,-14.166928738713887,-9.94052445447872,-11.716938354032115,-9.1933100526485,-12.196121038036846,-10.851673786852457,-10.575273058864715,-12.196121038036846,-10.32600165496947,-12.070475851207515,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-1.5723270440251582,-10.48197856273984,-10.572036810085507,-12.0537490574022,-10.526765922060772,-10.538153208669655,-9.274812044852968,-11.085738581798582,-9.31873548356906,-11.612593582494124,-10.7228722232232
09:00:24,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,-9.958438831278228,-11.701824716222067,-9.1933100526485,-12.196121038036846,-10.851673786852457,-10.575273058864715,-12.196121038036846,-10.32600165496947,-11.854587470774476,-12.148111818850486,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-11.61411913580296,-11.549103629204403,-10.572036810085507,-12.0537490574022,-10.526765922060772,-10.119073069050472,-9.267480633715664,-11.085738581798582,-9.31873548356906,-11.612593582494124
09:00:25,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,-10.072584176491786,-10.631383304520654,-9.1933100526485,-12.196121038036846,-10.851673786852457,-10.575273058864715,-12.196121038036846,-10.32600165496947,-11.854587470774476,-12.148111818850486,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-13.879246666262105,-11.388231261985785,-11.022945507459825,-10.562923908639846,-11.27112513693536,-10.334458364987695,-10.075201979033865,-9.238680947105433,-11.085738581798582,-9.31873548356906
09:00:26,0.15723270440250303,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,-16.019312829758377,-11.193001095126748,-10.60210193326993,-9.147702997412592,-12.196121038036846,-10.851673786852457,-10.575273058864715,-12.155954996311511,-10.332337473418557,-11.854587470774476,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-10.920971955243015,-10.943358069541478,-10.557601916301904,-11.183030922806898,-10.31261793365514,-10.074874378703335,-9.245803484338632,-11.085738581798582,-9.31873548356906,-11.533489401402852
09:00:27,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,-11.58998523446653,-10.24088681210641,-9.147702997412592,-12.196121038036846,-10.851673786852457,-10.575273058864715,-12.155954996311511,-10.332337473418557,-11.854587470774476,-12.148111818850486,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-16.71246001031832,-10.837529279466292,-9.337360886182156,-10.557601916301904,-11.038278005438412,-10.31261793365514,-10.026911221829055,-9.245803484338632,-11.085738581798582,-9.31873548356906
09:00:28,0.15723270440250303,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,-16.019312829758377,-14.543406309948798,-10.07947057852142,-8.936974190077407,-11.127085766712423,-10.851673786852457,-10.575273058864715,-12.155954996311511,-10.332337473418557,-11.854587470774476,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-10.769660635191622,-9.15878019414858,-10.521632440561534,-11.037420004527775,-10.31261793365514,-10.196636825161765,-9.236837367202998,-11.085738581798582,-9.314592149167735,-11.533489401402852
09:00:29,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,-10.242434800031624,-8.896950330484316,-10.39529532357104,-10.858821780117744,-10.575273058864715,-11.5751920652887,-10.332337473418557,-11.854587470774476,-12.122403462140278,-10.332337473418557,0.3144654088050487,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-14.166928738713887,-11.55053526867584,-9.156816457181854,-10.506388242918417,-10.955136768734091,-10.203690873346641,-10.142628020224713,-9.190059778931197,-11.085738581798582,-9.314592149167735
09:00:30,0.15723270440250303,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,-12.321102048215556,-11.884146273016022,-10.446208678744291,-8.896950330484316,-10.252946868800407,-10.858821780117744,-10.575273058864715,-11.5751920652887,-10.332337473418557,-11.854587470774476,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-10.176130797220926,-9.156816457181854,-10.486417534270467,-10.955136768734091,-10.203690873346641,-10.142628020224713,-9.190059778931197,-11.284211474178255,-9.314592149167735,-11.285309771927317
09:00:31,0.15723270440250303,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,-15.208382613542048,-11.890164345341583,-10.24088681210641,-8.896950330484316,-10.33488308361799,-10.858821780117744,-10.575273058864715,-11.5751920652887,-10.332337473418557,-11.854587470774476,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-10.107500441598013,-9.128322297108971,-10.486417534270467,-10.951195100248759,-10.20443630759659,-10.142628020224713,-9.190059778931197,-11.284211474178255,-9.479546254615245,-11.283114381363882
09:00:32,0.15723270440250303,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,-15.208382613542048,-11.890164345341583,-10.24088681210641,-8.896950330484316,-10.33488308361799,-10.858821780117744,-10.575273058864715,-11.5751920652887,-10.332337473418557,-11.854587470774476,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-10.107500441598013,-9.128322297108971,-10.486417534270467,-10.951195100248759,-10.20443630759659,-10.142628020224713,-9.190059778931197,-11.284211474178255,-9.479546254615245,-11.283114381363882
09:00:33,0.15723270440250303,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,-14.840657833416731,-11.19802370739304,-10.24088681210641,-8.863233700931731,-10.33488308361799,-10.858821780117744,-10.575273058864715,-11.496166479248876,-10.332337473418557,-11.854587470774476,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-1.415094339622641,-10.044549474373806,-9.134826177715594,-10.438168909734957,-10.943358069541478,-10.197006852918069,-10.139827878388102,-9.18816865314808,-11.284211474178255,-9.46698327531454,-11.336024864506333
09:00:34,0.3144654088050487,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,-13.149994481060045,-10.240500189252183,-8.852950335186462,-10.33488308361799,-10.858821780117744,-10.575273058864715,-11.43052612302081,-10.311372344953512,-11.854587470774476,-12.122403462140278,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-1.2578616352201237,-9.968989925644042,-9.765484018182903,-9.11293349695617,-10.428792375964635,-10.943358069541478,-10.201457898842328,-10.147547214965241,-9.18749411686618,-11.284211474178255,-9.46698327531454
09:00:35,0.47169811320755173,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,-10.875458691875899,-8.852950335186462,-10.33488308361799,-10.858821780117744,-10.575273058864715,-10.52882671619556,-10.780878172811716,-11.443314021070565,-12.122403462140278,-10.332337473418557,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-12.281643211475009,-10.05348665483041,-9.654992458107857,-9.067301459521703,-10.428792375964635,-10.943358069541478,-10.20406352101259,-10.179398180777596,-9.18749411686618,-11.284211474178255
09:00:36,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,-9.479546254615245,-10.33488308361799,-10.858821780117744,-10.575273058864715,-10.52882671619556,-10.780878172811716,-11.443314021070565,-12.122403462140278,-10.332337473418557,-9.857051211708395,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-1.1006289308176207,-13.101542097674098,-9.080301161125686,-9.622799928038573,-9.055649918837943,-10.42832584924752,-10.943358069541478,-10.30146309789074,-10.295319314486045,-9.18749411686618,-11.284211474178255
09:00:37,0.628930817610069,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,-9.653272027575976,-10.33488308361799,-10.858821780117744,-10.575273058864715,-10.52882671619556,-10.780878172811716,-11.443314021070565,-12.122403462140278,-10.332337473418557,-9.857051211708395,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-17.000142082770104,-12.471133257747576,-9.015679350507906,-9.22752972702866,-9.034480775596814,-10.423672513721879,-10.927865892925707,-10.301052335921522,-10.295319314486045,-9.20793079543383
09:00:38,0.786163522012572,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,-10.666270563521094,-10.858821780117744,-10.575273058864715,-10.52882671619556,-10.780878172811716,-11.424192979623786,-12.122403462140278,-10.332337473418557,-9.857051211708395,-8.821690367419121,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-0.9433962264150892,-12.028016643435723,-9.22977818216367,-9.254706472495723,-9.213175080155231,-8.963892140637986,-10.510937151444786,-10.91640225955295,-10.300641742608425,-10.29491106789944,-9.21650148654885
09:00:39,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,2.5157232704402475,-11.716938354032115,-10.52882671619556,-10.780878172811716,-11.424192979623786,-10.902817144962643,-10.332337473418557,-9.847351306057657,-8.821690367419121,-11.880154251746484,-11.744384330640862,0.9433962264151035,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-11.133674025836806,-12.09981780949153,-10.310957493257042,-9.470735624933091,-9.250101485224306,-9.172104050644274,-8.953165876691727,-10.510937151444786,-10.91640225955295,-10.300641742608425
09:00:40,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,-11.11589161996927,-11.716938354032115,-10.52882671619556,-10.780878172811716,-11.424192979623786,-10.902817144962643,-10.332337473418557,-9.847351306057657,-8.821690367419121,-11.880154251746484,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-11.033995343646412,-10.309713969780736,-9.336890998163485,-9.250101485224306,-9.139314227821282,-8.9529525205996,-10.507902247749632,-10.91034163494126,-10.332761292030538,-10.29491106789944
09:00:41,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,2.5157232704402475,-11.462807815751567,-10.52882671619556,-10.748238199604215,-11.362974357195887,-10.76312038951101,-10.332337473418557,-9.847351306057657,-8.821690367419121,-11.880154251746484,-11.744384330640862,0.9433962264151035,0.786163522012572,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-11.519503159428112,-13.023580556204386,-9.308789720305949,-10.215308017300472,-9.290235752655395,-9.235846076319586,-9.097531379043147,-8.962060539630329,-10.434877112734743,-10.91034163494126
09:00:42,0.786163522012572,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,-14.920700541090268,-9.368872086611624,-10.319287403979889,-10.74056061870518,-11.362974357195887,-10.76312038951101,-10.332337473418557,-9.847351306057657,-8.821690367419121,-11.880154251746484,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-9.343489608123528,-11.108497870944332,-9.273929432262575,-9.220675115311778,-9.085280827698021,-8.962060539630329,-10.434877112734743,-10.917923172393657,-10.331913834352699,-10.307231552287481
09:00:43,0.9433962264151035,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,-13.493584185450121,-9.430042532383066,-10.319287403979889,-10.46393369369267,-11.361787413436357,-10.76312038951101,-10.332337473418557,-9.847351306057657,-8.821690367419121,-11.880154251746484,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-0.628930817610069,-0.7861635220125862,-9.330180087296526,-10.898329478493256,-9.226267189160176,-9.19943293727825,-8.91804880459172,-8.94329266097202,-10.434877112734743,-10.917923172393657,-10.32347852495135,-10.371659886658371
09:00:44,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,2.5157232704402475,-9.99495765845642,-10.319287403979889,-10.46393369369267,-11.361787413436357,-10.76312038951101,-10.332337473418557,-9.847351306057657,-8.821690367419121,-11.880154251746484,-11.744384330640862,0.9433962264151035,0.786163522012572,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-15.901529794101993,-18.09875437143821,-9.230904308408807,-10.542849277826866,-9.226267189160176,-9.18655052981767,-8.914963334695566,-8.952632571788682,-10.434877112734743,-10.886459902937872
09:00:45,1.1006289308176207,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,2.5157232704402475,-9.677191411037226,-10.319287403979889,-10.454313609881646,-11.361787413436357,-10.76312038951101,-10.332337473418557,-9.857051211708395,-8.821690367419121,-11.880154251746484,-11.744384330640862,0.9433962264151035,0.786163522012572,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-0.47169811320755173,-11.56496553350487,-12.957090814935553,-9.230904308408807,-9.799219801105615,-10.006514964714002,-9.173167032407932,-8.889314404705194,-8.92217762961484,-10.430193263422316,-10.886459902937872
09:00:46,1.2578616352201237,1.415094339622641,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,2.5157232704402475,2.6729559748427647,-11.864343645719842,-10.454313609881646,-10.612701753575072,-10.756622640853491,-10.32937576192423,-9.855998025723736,-8.823000860913798,-11.880154251746484,-11.744384330640862,-12.35255118089806,1.1006289308176207,0.9433962264151035,0.786163522012572,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-0.15723270440251724,-0.3144654088050345,-11.592970311309985,-14.697556989776057,-12.422000569169931,-9.126417413683264,-9.76260355531755,-9.867910807239978,-8.845354510001583,-8.85536614541583,-8.927362749600604,-10.430193263422316
09:00:47,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,2.5157232704402475,2.6729559748427647,2.830188679245296,2.987421383647799,-11.012852907072602,-10.881310939741681,-10.32937576192423,-9.854420323582119,-8.81358485884138,-11.880154251746484,-11.744384330640862,-12.35255118089806,-11.21018191187285,-10.443837323589893,1.415094339622641,1.2578616352201237,1.1006289308176207,0.9433962264151035,0.786163522012572,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-12.375169269485832,-10.925562628951614,-11.725434581861201,-12.565364882710693,-11.186011550945036,-9.05600459165599,-9.810471326230521,-9.793270353710522,-8.823375603282807,-8.884421978192492
09:00:48,1.5723270440251724,1.7295597484276755,1.8867924528301927,2.0440251572326957,2.201257861635227,2.3584905660377444,2.5157232704402475,2.6729559748427647,2.830188679245296,2.987421383647799,-11.715247736554208,-10.845283988753685,-10.328953375434317,-9.854420323582119,-8.814513191622495,-11.880154251746484,-11.744384330640862,-12.35255118089806,-11.21018191187285,-10.443837323589893,1.415094339622641,1.2578616352201237,1.1006289308176207,0.9433962264151035,0.786163522012572,0.628930817610069,0.47169811320755173,0.3144654088050487,0.15723270440250303,0.0,-17.000142082770104,-11.404192312917118,-10.751454670695049,-12.284623839613147,-11.176110479962325,-9.055886353405779,-9.817536710151563,-9.929417975509827,-8.823375603282807,-8.884521584746686
